Comp Depth [cm],Al, Si, P, S, Ar, K, Ca, Ti, Mn, Fe, Ni, Rb,  Zr, Ca_Ti, Si_Ti, Zr_Ti, Ni_Ti, Fe_Ti, Al_Ti, K_Ti, Rb_K,core name
2238,462,11496,0,151,8591,30297,352388,15175,2596,56174,494,1575,842,23.2216145,0.757561779,0.055485997,0.032553542,3.701746293,0.030444811,1.996507414,0.051985345,HIBO19-A-11-1
2238.5,479,14710,0,133,9102,30682,399842,9295,3096,56493,487,1881,1148,43.0168908,1.582571275,0.123507262,0.05239376,6.077783755,0.051533082,3.30091447,0.061306303,HIBO19-A-11-1
2239,601,17238,0,146,8516,39505,451932,21543,3052,65040,633,1596,1050,20.97813675,0.800167108,0.04873973,0.029383094,3.019078123,0.027897693,1.833774312,0.040399949,HIBO19-A-11-1
2239.5,502,13265,0,93,9063,33848,404009,10929,3788,58910,579,1700,855,36.96669412,1.213743252,0.078232226,0.052978315,5.390246134,0.045932839,3.09708116,0.050224533,HIBO19-A-11-1
2240,526,12507,0,130,9109,28815,377659,15561,3354,65211,767,1373,1010,24.26958422,0.80374012,0.064905854,0.049289891,4.19066898,0.033802455,1.851744746,0.047648794,HIBO19-A-11-1
2240.5,330,8496,0,58,8992,30574,356829,11149,3851,63191,549,1974,630,32.00547134,0.762041439,0.05650731,0.049242084,5.667862589,0.029599067,2.742308727,0.064564663,HIBO19-A-11-1
2241,517,13023,0,132,8990,30891,314263,9876,3285,63327,386,1663,1009,31.8208789,1.318651276,0.102166869,0.03908465,6.412211422,0.052349129,3.127885784,0.05383445,HIBO19-A-11-1
2241.5,401,9832,0,158,8986,29115,320705,8211,3447,57705,511,1747,774,39.05797101,1.197418098,0.094263792,0.062233589,7.027767629,0.048836926,3.545853124,0.060003435,HIBO19-A-11-1
2242,573,17117,0,110,8877,31455,397991,11314,3296,60823,575,1693,583,35.17686053,1.512904366,0.051529079,0.05082199,5.375905957,0.050645218,2.780183843,0.053822922,HIBO19-A-11-1
2242.5,426,15106,0,42,8904,26465,416251,11127,3260,48799,560,1346,860,37.40909499,1.357598634,0.077289476,0.050328031,4.385638537,0.038285252,2.378448818,0.050859626,HIBO19-A-11-1
2243,494,15547,0,152,9057,27274,342143,12418,3499,51169,512,1536,722,27.55218232,1.251972943,0.058141408,0.041230472,4.120550813,0.039780963,2.196327911,0.056317372,HIBO19-A-11-1
2243.5,350,8032,0,140,8748,25635,305345,5932,2716,45205,728,1760,1113,51.47420769,1.354012138,0.187626433,0.122724208,7.620532704,0.059002023,4.321476736,0.068656134,HIBO19-A-11-1
2244,337,10939,0,0,8977,22141,368938,9563,3066,52136,337,1638,918,38.57973439,1.143887901,0.095994981,0.035239987,5.451845655,0.035239987,2.315277633,0.073980398,HIBO19-A-11-1
2244.5,384,13213,0,55,10320,28313,300363,9892,3153,51438,529,1482,831,30.36423372,1.335725839,0.084007279,0.053477558,5.199959563,0.038819248,2.862211888,0.052343446,HIBO19-A-11-1
2245,430,10699,0,119,9442,24843,354547,10754,3494,51257,454,1782,857,32.9688488,0.994885624,0.079691278,0.04221685,4.766319509,0.039985122,2.310117166,0.071730467,HIBO19-A-11-1
2245.5,351,9163,0,103,9209,20523,334061,7004,3042,53309,465,1615,888,47.69574529,1.308252427,0.126784694,0.066390634,7.611222159,0.05011422,2.930182753,0.078692199,HIBO19-A-11-1
2246,430,10995,0,59,8823,24225,396406,9599,3145,52808,474,1698,716,41.2965934,1.145431816,0.074591103,0.049380144,5.501406396,0.044796333,2.523700385,0.070092879,HIBO19-A-11-1
2246.5,367,8710,0,51,8744,23181,364122,7714,3710,54504,620,1547,922,47.20274825,1.129115893,0.119522945,0.080373347,7.065595022,0.047575836,3.005055743,0.066735689,HIBO19-A-11-1
2247,362,8679,0,94,8893,25736,297271,8731,2940,57476,388,1523,937,34.04776085,0.99404421,0.107318749,0.044439354,6.582980186,0.041461459,2.947657771,0.059177805,HIBO19-A-11-1
2247.5,389,9541,0,0,9268,26534,362366,12436,5153,67254,360,1710,1297,29.13846896,0.767208106,0.104293985,0.028948215,5.408009006,0.031280154,2.133644259,0.064445617,HIBO19-A-11-1
2248,500,16603,0,45,9079,26391,417061,10570,5275,67814,448,1432,1309,39.45704825,1.57076632,0.12384106,0.042384106,6.415704825,0.04730369,2.496783349,0.054260922,HIBO19-A-11-1
2248.5,497,14856,0,51,8847,26218,417017,13397,3699,67247,544,1860,1149,31.12764052,1.108904979,0.08576547,0.040606106,5.019556617,0.037097858,1.9570053,0.070943627,HIBO19-A-11-1
2249,539,17462,0,0,9225,30414,480164,15505,2789,61258,459,1651,957,30.9683328,1.126217349,0.061722025,0.029603354,3.950854563,0.03476298,1.961560787,0.054284211,HIBO19-A-11-1
2249.5,508,15620,0,25,9414,27811,396788,12398,4460,51015,588,1550,741,32.00419422,1.259880626,0.059767704,0.047427004,4.114776577,0.040974351,2.243184385,0.055733343,HIBO19-A-11-1
2250,488,14951,0,46,8889,28797,366152,9798,3259,61942,382,1472,1488,37.37007553,1.525923658,0.151867728,0.038987548,6.321902429,0.049806083,2.939069198,0.051116436,HIBO19-A-11-1
2250.5,550,16952,0,11,9052,33331,525259,14267,5726,68421,517,1396,916,36.81635943,1.188196537,0.064204107,0.036237471,4.795752436,0.038550501,2.336230462,0.041882932,HIBO19-A-11-1
2251,492,17598,0,69,8973,32927,373556,10407,4143,59584,422,1709,686,35.89468627,1.690977227,0.065917171,0.04054963,5.72537715,0.047275872,3.163928125,0.051902694,HIBO19-A-11-1
2251.5,608,22580,0,0,9319,34351,562085,13364,3941,62808,372,1571,1111,42.05963783,1.689613888,0.083133792,0.027835977,4.699790482,0.045495361,2.57041305,0.045733749,HIBO19-A-11-1
2252,678,21118,0,4,8949,37671,458080,17339,2522,62994,672,1922,1167,26.41905531,1.217947979,0.06730492,0.03875656,3.633081493,0.039102601,2.172616645,0.051020679,HIBO19-A-11-1
2252.5,581,18963,0,0,9290,30615,519427,15727,4256,74522,617,1445,972,33.02772302,1.205760794,0.06180454,0.039231894,4.738475234,0.036942837,1.946652254,0.047199085,HIBO19-A-11-1
2253,621,20620,0,0,8798,31509,474872,17135,2925,69414,509,1380,820,27.71356872,1.203384885,0.047855267,0.029705282,4.051006711,0.036241611,1.838867814,0.04379701,HIBO19-A-11-1
2253.5,509,16391,0,0,8579,25468,457955,10667,3985,59946,592,1389,639,42.93193963,1.536608231,0.059904378,0.055498266,5.619761882,0.047717259,2.387550389,0.054539029,HIBO19-A-11-1
2254,470,15649,0,0,8928,31872,428454,16509,3840,63657,452,1859,1164,25.95275304,0.947907202,0.070506996,0.027379005,3.855896784,0.02846932,1.930583318,0.058327058,HIBO19-A-11-1
2254.5,520,14753,0,15,8342,28377,387518,14056,3398,56610,394,1612,1185,27.56957883,1.049587365,0.084305635,0.028030734,4.027461582,0.036994878,2.018853159,0.056806569,HIBO19-A-11-1
2255,409,15942,0,0,9177,22519,409674,9109,1594,44210,348,1778,924,44.97464047,1.750137227,0.101438138,0.038203974,4.853441651,0.044900648,2.472170381,0.078955549,HIBO19-A-11-1
2255.5,519,19689,0,29,9240,32080,400036,14346,3936,66061,450,1494,1485,27.88484595,1.37243831,0.103513174,0.031367629,4.604837585,0.036177332,2.23616339,0.046571072,HIBO19-A-11-1
2256,464,16576,0,0,9370,29141,494338,8405,2900,43180,470,1651,663,58.81475312,1.972159429,0.078881618,0.055919096,5.137418203,0.055205235,3.467102915,0.056655571,HIBO19-A-11-1
2256.5,507,18568,0,0,9090,32011,480123,16950,3038,56961,771,1771,1084,28.32584071,1.095457227,0.063952802,0.045486726,3.360530973,0.029911504,1.888554572,0.055324732,HIBO19-A-11-1
2257,690,22183,0,56,8917,35635,380378,8617,3583,61596,516,1421,1072,44.14274109,2.574329813,0.124405245,0.059881629,7.148195428,0.080074272,4.135429964,0.039876526,HIBO19-A-11-1
2257.5,519,20539,0,39,8940,35852,472129,11679,3305,54481,516,1538,1086,40.42546451,1.758626595,0.092987413,0.044181865,4.664868568,0.044438736,3.069783372,0.042898583,HIBO19-A-11-1
2258,622,19516,0,0,9189,34758,513321,16869,2965,53495,713,1637,753,30.42984172,1.156915051,0.044638094,0.04226688,3.171201612,0.036872369,2.060465943,0.047097071,HIBO19-A-11-1
2258.5,641,21825,0,0,8727,35945,413931,10491,4942,71988,478,1842,892,39.45581927,2.08035459,0.08502526,0.045562863,6.861881613,0.06109999,3.426270136,0.051244958,HIBO19-A-11-1
2259,531,18434,0,15,8615,35304,388674,21021,2638,63497,497,1877,752,18.48979592,0.876932591,0.03577375,0.023643024,3.020646021,0.025260454,1.679463394,0.05316678,HIBO19-A-11-1
2259.5,649,22070,0,30,9220,35340,460900,15928,2501,57801,422,1631,782,28.93646409,1.385610246,0.049095932,0.026494224,3.628892516,0.040745856,2.218734304,0.046151669,HIBO19-A-11-1
2260,695,23639,0,0,9081,38836,514768,16544,3045,69296,707,1731,770,31.11508704,1.428856383,0.046542553,0.042734526,4.188588008,0.042009188,2.347437137,0.044572047,HIBO19-A-11-1
2260.5,625,27462,0,0,9165,36373,520283,21889,1921,75457,724,1495,808,23.76915346,1.254602769,0.036913518,0.033075974,3.447256613,0.028553155,1.661702225,0.041101916,HIBO19-A-11-1
2261,589,21620,0,49,8875,35576,510558,21397,2590,82603,669,1434,688,23.86119549,1.010422022,0.03215404,0.031266065,3.860494462,0.027527223,1.66266299,0.040308073,HIBO19-A-11-1
2261.5,496,14707,0,17,8700,30827,421692,12477,3860,70826,493,1536,995,33.79754749,1.178728861,0.079746734,0.039512703,5.676524806,0.039753146,2.470706099,0.049826451,HIBO19-A-11-1
2262,524,15785,0,27,8743,25786,417730,9829,4210,63140,441,1499,1150,42.49974565,1.605961949,0.117000712,0.04486723,6.423847797,0.053311629,2.623461186,0.05813232,HIBO19-A-11-1
2262.5,541,18261,0,0,8839,33167,455751,12547,2451,68567,577,1739,1127,36.32350363,1.455407667,0.089822268,0.045987089,5.464812306,0.043117877,2.643420738,0.052431634,HIBO19-A-11-1
2263,402,15590,0,31,8665,26770,350751,12024,4262,60094,464,1598,1195,29.17090818,1.29657352,0.099384564,0.038589488,4.997837658,0.033433134,2.226380572,0.059693687,HIBO19-A-11-1
2263.5,543,16447,0,53,8750,35277,411329,16120,2447,81889,580,1693,966,25.51668734,1.02028536,0.059925558,0.035980149,5.079962779,0.033684864,2.188399504,0.047991609,HIBO19-A-11-1
2264,646,19200,0,32,9032,37924,453229,11122,2641,48352,417,2009,635,40.75067434,1.726308218,0.057094048,0.037493257,4.347419529,0.058083079,3.409818378,0.05297437,HIBO19-A-11-1
2264.5,481,14561,0,79,8642,32093,321379,9585,1411,49380,537,1956,1028,33.52936881,1.519144497,0.107250913,0.056025039,5.151799687,0.050182577,3.348252478,0.06094787,HIBO19-A-11-1
2265,455,12609,0,36,8579,33564,283596,5838,2388,48153,554,1972,795,48.57759507,2.159815005,0.136176773,0.094895512,8.248201439,0.07793765,5.749229188,0.058753426,HIBO19-A-11-1
2265.5,318,11029,0,114,8702,28450,254223,10809,3660,54584,796,1927,667,23.51956703,1.020353409,0.061707836,0.073642335,5.049865853,0.029419928,2.632065871,0.067732865,HIBO19-A-11-1
2266,511,17623,0,30,8992,32308,375692,19242,3648,54764,419,1587,1158,19.52458164,0.915861137,0.060180854,0.021775283,2.846065898,0.026556491,1.679035443,0.049120961,HIBO19-A-11-1
2266.5,470,11827,0,0,8854,31708,407286,10683,2933,65856,543,1595,861,38.12468408,1.107086025,0.080595338,0.050828419,6.164560517,0.043995132,2.968080127,0.050302763,HIBO19-A-11-1
2267,381,8275,0,50,8891,24394,363552,9746,4742,66876,683,1699,1436,37.30268828,0.849066284,0.147342499,0.070080033,6.861892058,0.039092961,2.50297558,0.069648274,HIBO19-A-11-1
2267.5,466,12666,0,73,8847,34458,437539,13939,4642,64315,597,1725,1060,31.38955449,0.908673506,0.076045627,0.042829471,4.61403257,0.03343138,2.472056819,0.050060944,HIBO19-A-11-1
2268,669,22206,0,0,9385,42233,489549,16343,4240,73090,360,1789,853,29.95465949,1.358746864,0.0521936,0.022027779,4.472251117,0.040934957,2.584164474,0.04236024,HIBO19-A-11-1
2268.5,748,23493,0,108,9311,48858,509627,20396,4583,75093,704,1793,1026,24.98661502,1.151843499,0.050303981,0.034516572,3.681751324,0.036673858,2.3954697,0.036698187,HIBO19-A-11-1
2269,501,15979,0,35,9279,35102,419653,15086,3704,70126,568,1911,558,27.81738035,1.059193955,0.036987936,0.037650802,4.64841575,0.033209598,2.326793053,0.054441342,HIBO19-A-11-1
2269.5,470,12947,0,91,9606,30226,372006,16110,2510,56217,468,1716,1238,23.09162011,0.803662322,0.076846679,0.029050279,3.489571695,0.029174426,1.876225947,0.056772315,HIBO19-A-11-1
2270,447,9671,0,165,9261,26476,439506,9200,3872,64318,602,2080,778,47.7723913,1.051195652,0.084565217,0.065434783,6.991086957,0.048586957,2.877826087,0.078561716,HIBO19-A-11-1
2270.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2271,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2271.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2272,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2272.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2273,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2273.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2274,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2274.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2275,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2275.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2276,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2276.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2277,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2277.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2278,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2278.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2279,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2279.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2280,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2280.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2281,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2281.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2282,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2282.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2283,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2283.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2284,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2284.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2285,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2285.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2286,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2286.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2287,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2287.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2288,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2288.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2289,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2289.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2290,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2290.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2291,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2291.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2292,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2292.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2293,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2293.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2294,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2294.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2295,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2295.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2296,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2296.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2297,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2297.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2298,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2298.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2299,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2299.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2300,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2300.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2301,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2301.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2302,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2302.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2303,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2303.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2304,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2304.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2305,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2305.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2306,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2306.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2307,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2307.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2308,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2308.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2309.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2310,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2310.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-1
2311,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-2
2311.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-2
2312,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-2
2312.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-2
2313,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-2
2313.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-2
2314,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-2
2314.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-11-2
2315,945,17099,0,229,11024,59613,813823,33190,1852,123074,767,1506,1246,24.52012654,0.515185297,0.037541428,0.02310937,3.70816511,0.028472431,1.796113287,0.025262946,HIBO19-A-11-2
2315.5,1049,19579,0,69,8640,67875,957559,34643,1727,132348,780,1672,1062,27.64076437,0.56516468,0.030655544,0.022515371,3.820338885,0.030280288,1.959270271,0.024633517,HIBO19-A-11-2
2316,1239,15795,0,57,8597,82410,879126,44195,2533,169231,837,1778,1168,19.89197873,0.35739337,0.026428329,0.018938794,3.829188822,0.028034846,1.864690576,0.021575052,HIBO19-A-11-2
2316.5,1274,14172,0,98,8459,87212,895377,48250,2201,181916,793,2149,1441,18.55703627,0.293720207,0.029865285,0.016435233,3.770279793,0.026404145,1.807502591,0.024641104,HIBO19-A-11-2
